pathway,phnx_z_score,mean_path_score,sd_path_score,phnx_p_val
transcription of e2f targets under negative control by p107 rbl1 and p130 rbl2 in complex with hdac1,5.638432988,0.001197971,0.000245619,0
atf6 atf6 alpha activates chaperone genes,5.536843465,0.000954999,0.0002492,0
activation of puma and translocation to mitochondria,5.518299689,0.000853661,0.000245863,0
yap1 and wwtr1 taz stimulated gene expression,5.502068934,0.001218685,0.000265277,0
interferon alpha beta signaling,5.469335626,0.005485273,0.000577683,0
runx3 regulates cdkn1a transcription,5.42996395,0.000655827,0.000197043,0
transcriptional regulation by runx1,5.380935094,0.013940854,0.000911773,0
clec7a inflammasome pathway,5.366314834,0.000561143,0.000186103,0
foxo mediated transcription,5.341060507,0.004962777,0.000569085,0
transcriptional activity of smad2 smad3 smad4 heterotrimer,5.308147074,0.004693157,0.000524429,0
ikba variant leads to eda id,5.204841427,0.000661038,0.000195611,0
nr1h2 nr1h3 regulate gene expression linked to triglyceride lipolysis in adipose,5.202888027,0.000476889,0.000180355,0
tfap2 ap 2 family regulates transcription of cell cycle factors,5.200098516,0.000462247,0.000174609,0
signaling by ntrks,5.151850572,0.011971803,0.000793239,0
nuclear events stimulated by alk signaling in cancer,5.065838335,0.001591691,0.000305389,0
bmal1 clock npas2 activates circadian gene expression,5.061179426,0.002258539,0.000376114,0
runx3 regulates bcl2l11 bim transcription,5.01268655,0.000482849,0.00018796,0
tfap2a acts as a transcriptional repressor during retinoic acid induced cell differentiation,4.917414737,0.000461868,0.000161883,0
akt phosphorylates targets in the nucleus,4.911166704,0.000835496,0.000217853,0
foxo mediated transcription of oxidative stress metabolic and neuronal genes,4.909442487,0.001672275,0.000317829,0.002
atf6 atf6 alpha activates chaperones,4.869747599,0.001145646,0.000273728,0.002
regulation of cholesterol biosynthesis by srebp srebf,4.829534417,0.004957013,0.000547469,0
negative regulation of activity of tfap2 ap 2 family transcription factors,4.781320848,0.000662717,0.000202919,0
nr1h2 nr1h3 regulate gene expression to control bile acid homeostasis,4.753113483,0.000753965,0.000204054,0
regulation of hmox1 expression and activity,4.724299435,0.000373607,0.000153377,0.002
signaling by retinoic acid,4.68791509,0.003375849,0.000469675,0
transcriptional activation of mitochondrial biogenesis,4.686258886,0.004440224,0.000520144,0
signaling by interleukins,4.652172188,0.037325471,0.001478097,0
oncogene induced senescence,4.630318023,0.002863821,0.000432965,0
cytokine signaling in immune system,4.576759097,0.056648711,0.001790976,0
heme signaling,4.560152105,0.004030361,0.000498128,0.002
pyroptosis,4.529378078,0.002137217,0.000348012,0
transcriptional regulation by runx3,4.521895765,0.00841963,0.000760162,0
runx2 regulates chondrocyte maturation,4.481614203,0.000371523,0.000149283,0.002
notch3 intracellular domain regulates transcription,4.478270675,0.002155373,0.000370016,0
runx1 regulates transcription of genes involved in differentiation of hscs,4.437863586,0.005979692,0.000607982,0
activation of the tfap2 ap 2 family of transcription factors,4.430595724,0.000847824,0.00021794,0
regulation of tp53 activity through association with co factors,4.429073919,0.001248081,0.000285191,0
transcription of e2f targets under negative control by dream complex,4.401025731,0.001508015,0.00030193,0
interleukin 21 signaling,4.39099695,0.000859986,0.00023185,0
activation of bh3 only proteins,4.254636434,0.002504664,0.000370431,0
esr mediated signaling,4.236873072,0.013508868,0.000903936,0
regulation of gene expression in early pancreatic precursor cells,4.183646716,0.000477097,0.000183152,0.002
cellular senescence,4.147290483,0.011039534,0.000763248,0
runx1 regulates estrogen receptor mediated transcription,4.138210966,0.000277261,0.000129576,0.008
pou5f1 oct4 sox2 nanog repress genes related to differentiation,4.135269265,0.000743446,0.00020422,0.002
nr1h2 nr1h3 regulate gene expression linked to gluconeogenesis,4.129290711,0.000475419,0.000174781,0.002
runx1 regulates transcription of genes involved in wnt signaling,4.10515499,0.000372372,0.000141134,0.004
atf4 activates genes in response to endoplasmic reticulum stress,4.081755847,0.002263223,0.000355785,0.002
g0 and early g1,4.072972411,0.002236136,0.000378818,0
regulation of pten gene transcription,4.028030886,0.004973417,0.000532092,0
ptk6 expression,3.97084963,0.000486174,0.000191732,0.004
interleukin 20 family signaling,3.941645163,0.001508675,0.000318274,0
notch4 intracellular domain regulates transcription,3.934459574,0.001656422,0.000302947,0
zbp1 dai mediated induction of type i ifns,3.923984617,0.001694828,0.000326838,0
cd209 dc sign signaling,3.923802962,0.001888576,0.000320968,0
mecp2 regulates transcription of neuronal ligands,3.911583116,0.000390237,0.000155767,0.004
formation of the beta catenin tcf transactivating complex,3.87429393,0.002457061,0.000408438,0.002
interleukin 9 signaling,3.812215958,0.000756024,0.000228642,0
activation of noxa and translocation to mitochondria,3.719890201,0.000480885,0.00018345,0.004
signaling by tgfb family members,3.675463982,0.010647904,0.000809511,0
deactivation of the beta catenin transactivating complex,3.665784114,0.00348327,0.000472247,0
runx3 regulates immune response and cell migration,3.628877795,0.000567474,0.000186808,0.006
signaling by tgf beta receptor complex,3.583920558,0.008479175,0.0006862,0
rora activates gene expression,3.578120494,0.001598403,0.000307023,0.002
regulation of gene expression in late stage branching morphogenesis pancreatic bud precursor cells,3.557474502,0.0012225,0.000275717,0.006
interferon gamma signaling,3.461075237,0.007378997,0.000637716,0.004
perk regulates gene expression,3.422720647,0.002750693,0.000410097,0
response of eif2ak1 hri to heme deficiency,3.40318417,0.001406031,0.000290808,0.004
transcriptional regulation of testis differentiation,3.374762863,0.000947784,0.000248253,0.004
pka mediated phosphorylation of key metabolic factors,3.338047752,0.0003748,0.000152675,0.014
the nlrp3 inflammasome,3.319833088,0.001410256,0.000277612,0.002
runx3 regulates notch signaling,3.310696264,0.001211817,0.000275513,0
tp53 regulates transcription of death receptors and ligands,3.310543702,0.000955746,0.000250567,0.006
mitochondrial biogenesis,3.303621929,0.006100627,0.000573412,0
signaling by notch3,3.284584207,0.00391605,0.000488268,0
rip mediated nfkb activation via zbp1,3.262311116,0.0014188,0.00030038,0.004
regulation of runx2 expression and activity,3.227175518,0.006305627,0.000624418,0.002
endogenous sterols,3.221898813,0.001764443,0.000322864,0.004
sumoylation of immune response proteins,3.211694494,0.001038443,0.000257751,0.008
regulation of gene expression in endocrine committed neurog3 progenitor cells,3.201773873,0.000371982,0.000154636,0.014
cellular responses to stimuli,3.158026497,0.05977523,0.001783107,0
tp53 regulates transcription of caspase activators and caspases,3.149954181,0.001031127,0.000243851,0.004
signaling by cytosolic fgfr1 fusion mutants,3.147863392,0.001502737,0.000293345,0.002
signaling by notch,3.080285503,0.014559511,0.000901247,0.006
purinergic signaling in leishmaniasis infection,3.050186932,0.00233798,0.000349185,0.004
tp53 regulates transcription of genes involved in cytochrome c release,3.047289422,0.001402264,0.000289499,0.01
dna methylation,2.995045082,0.000270652,0.000125138,0.022
repression of wnt target genes,2.971930572,0.00113911,0.000276767,0.006
egr2 and sox10 mediated initiation of schwann cell myelination,2.965400096,0.002537113,0.000419458,0.012
transcriptional regulation by ventx,2.958313926,0.002923757,0.000430662,0
interleukin 35 signalling,2.935031513,0.001126743,0.000263573,0.008
inflammasomes,2.901421728,0.001799372,0.000334874,0.008
chrebp activates metabolic gene expression,2.797451022,0.000658747,0.000197919,0.018
interleukin 37 signaling,2.790223577,0.001595195,0.000311648,0.014
myd88 independent tlr4 cascade,2.785230854,0.009279988,0.000733755,0.006
regulated necrosis,2.782339296,0.004594209,0.000526416,0.01
signaling by nodal,2.771832185,0.001429517,0.000329762,0.012
signaling by receptor tyrosine kinases,2.762385127,0.042935494,0.001516741,0.002
runx1 regulates transcription of genes involved in interleukin signaling,2.742010362,0.000270573,0.000119395,0.028
fgfr1 mutant receptor activation,2.734206169,0.002002701,0.000367104,0.016
pre notch expression and processing,2.720022178,0.00399153,0.000496996,0.006
mapk targets nuclear events mediated by map kinases,2.707257051,0.002914052,0.000397548,0.016
regulation of localization of foxo transcription factors,2.700845436,0.000948199,0.000238067,0.014
tp53 regulates transcription of cell cycle genes,2.657604858,0.003929663,0.000481377,0.01
recycling of bile acids and salts,2.649738005,0.000844198,0.000215923,0.018
toll like receptor 9 tlr9 cascade,2.64162825,0.008913281,0.000694705,0.002
formation of senescence associated heterochromatin foci sahf,2.627731582,0.001033889,0.000256192,0.02
regulation of pyruvate dehydrogenase pdh complex,2.56482627,0.001316301,0.000265244,0.016
regulation of foxo transcriptional activity by acetylation,2.534750405,0.000950814,0.000247979,0.014
loss of function of smad2 3 in cancer,2.518666276,0.000672,0.000207118,0.024
diseases of immune system,2.494266106,0.002551268,0.000402762,0.02
aryl hydrocarbon receptor signalling,2.482023258,0.000563063,0.000180614,0.016
signaling by alk,2.4764731,0.002257454,0.00037234,0.012
notch2 intracellular domain regulates transcription,2.474109337,0.000938865,0.000248218,0.022
ddx58 ifih1 mediated induction of interferon alpha beta,2.461285987,0.005636329,0.000581702,0.01
toll like receptor tlr1 tlr2 cascade,2.444296849,0.009622862,0.000729526,0.014
g2 phase,2.441878669,0.000460848,0.00016396,0.026
programmed cell death,2.419613897,0.016842242,0.001043584,0.012
stat5 activation,2.416000493,0.000642482,0.000188106,0.028
signaling by activin,2.412612482,0.001337242,0.000321381,0.018
pkmts methylate histone lysines,2.411021737,0.002966926,0.000425872,0.018
constitutive signaling by akt1 e17k in cancer,2.405489312,0.002125285,0.000356556,0.026
runx1 and foxp3 control the development of regulatory t lymphocytes tregs,2.394322789,0.00057275,0.000171701,0.02
transcriptional regulation by e2f6,2.380179224,0.002940603,0.000413317,0.024
cytosolic sensors of pathogen associated dna,2.339084738,0.004814025,0.000510916,0.014
cyclin d associated events in g1,2.333026443,0.004275044,0.000488815,0.014
tp53 regulates transcription of genes involved in g1 cell cycle arrest,2.324713759,0.001141251,0.0002699,0.016
signaling by tgf beta receptor complex in cancer,2.309834579,0.000745124,0.000223201,0.028
factors involved in megakaryocyte development and platelet production,2.306522424,0.010381414,0.000771988,0.026
runx3 regulates p14 arf,2.254656417,0.000849708,0.000223556,0.024
apobec3g mediated resistance to hiv 1 infection,2.238188595,0.000469034,0.000173988,0.032
interleukin 1 family signaling,2.226358965,0.011998947,0.000826699,0.012
downregulation of smad2 3 smad4 transcriptional activity,2.193522494,0.002803763,0.000405089,0.018
carnitine metabolism,2.178166361,0.001207068,0.00026765,0.03
tcf dependent signaling in response to wnt,2.15746465,0.013217922,0.000872539,0.02
unfolded protein response upr,2.146827027,0.007495376,0.000656822,0.018
xenobiotics,2.14530904,0.001116623,0.000274435,0.036
aberrant regulation of mitotic g1 s transition in cancer due to rb1 defects,2.143764799,0.001599268,0.000319221,0.032
cytochrome p450 arranged by substrate type,2.138176809,0.003859527,0.000504402,0.024
tp53 regulates transcription of cell death genes,2.119183206,0.003364479,0.000429888,0.028
intracellular signaling by second messengers,2.114324864,0.024651411,0.00128489,0.022
negative epigenetic regulation of rrna expression,2.111675206,0.004050474,0.000507118,0.026
pten regulation,2.110551738,0.011511951,0.000805367,0.026
signaling by fgfr1 in disease,2.093983217,0.002634519,0.000409576,0.032
interferon signaling,2.091170381,0.01576973,0.000952753,0.024
toll like receptor cascades,2.075955798,0.013778143,0.000908286,0.03
regulated proteolysis of p75ntr,2.075248795,0.001040196,0.000254694,0.03
interleukin 6 signaling,2.052397153,0.001035306,0.000269077,0.048
stat3 nuclear events downstream of alk signaling,2.032441156,0.00075039,0.00021241,0.04
metabolism of steroids,2.03180704,0.011396145,0.00086345,0.032
tp53 regulates transcription of genes involved in g2 cell cycle arrest,2.018871517,0.0015962,0.000305912,0.032
release of apoptotic factors from the mitochondria,2.003185682,0.000466789,0.000171971,0.054
mitotic g1 phase and g1 s transition,2.001884813,0.012937624,0.00087448,0.022
lrr flii interacting protein 1 lrrfip1 activates type i ifn production,1.994871777,0.000477201,0.000172919,0.042
runx1 regulates transcription of genes involved in differentiation of myeloid cells,1.964563864,0.000467199,0.00016965,0.038
transcriptional regulation by mecp2,1.956972608,0.004260934,0.000524916,0.04
traf6 mediated irf7 activation,1.950458873,0.001313791,0.000270913,0.046
downstream signal transduction,1.94634168,0.002624946,0.000406033,0.038
2 ltr circle formation,1.93651416,0.000646644,0.000186967,0.044
interleukin 27 signaling,1.893879559,0.000942382,0.000251054,0.046
loss of function of mecp2 in rett syndrome,1.883051788,0.001118488,0.000255068,0.048
clec7a dectin 1 signaling,1.865784112,0.00869006,0.000725209,0.034
ampk inhibits chrebp transcriptional activation activity,1.860033674,0.000743871,0.000208203,0.056
dectin 1 mediated noncanonical nf kb signaling,1.846369743,0.005303249,0.000565403,0.036
g1 s specific transcription,1.844356324,0.002439139,0.000374838,0.044
regulation of ifna ifnb signaling,1.841481838,0.001126635,0.000257776,0.058
signaling by alk in cancer,1.832863729,0.004633791,0.000537326,0.042
signaling by leptin,1.82720091,0.00104304,0.000263442,0.05
growth hormone receptor signaling,1.813648172,0.001875799,0.000338943,0.044
interleukin 23 signaling,1.808948374,0.000766171,0.000219965,0.066
senescence associated secretory phenotype sasp,1.775077602,0.004447021,0.000540395,0.042
sirt1 negatively regulates rrna expression,1.771706517,0.000748211,0.000218409,0.06
irf3 mediated activation of type 1 ifn,1.761671081,0.000364214,0.000139991,0.06
creb3 factors activate genes,1.758892263,0.000563237,0.000191818,0.052
traf6 mediated nf kb activation,1.757014634,0.002067659,0.000360601,0.046
methionine salvage pathway,1.694421143,0.00046486,0.000162964,0.06
signaling by fgfr in disease,1.666159199,0.004651802,0.000492729,0.062
choline catabolism,1.639422858,0.000275979,0.000128933,0.078
erk mapk targets,1.631718741,0.002069725,0.000353654,0.066
ticam1 dependent activation of irf3 irf7,1.627405737,0.001115913,0.000256687,0.064
sting mediated induction of host immune responses,1.622379339,0.001041363,0.000251767,0.064
regulation of gene expression by hypoxia inducible factor,1.619354754,0.001055681,0.000263279,0.064
interleukin 2 family signaling,1.610216747,0.003368346,0.000441441,0.068
cytoprotection by hmox1,1.588366364,0.004922143,0.000521123,0.068
sulfur amino acid metabolism,1.585386304,0.002059066,0.000331067,0.074
camk iv mediated phosphorylation of creb,1.582588006,0.00074284,0.000211543,0.076
signaling by csf3 g csf,1.547219809,0.002531851,0.000398503,0.078
syndecan interactions,1.538122787,0.002360459,0.000361364,0.076
phase 0 rapid depolarisation,1.524190225,0.00206462,0.000354279,0.076
traf3 dependent irf activation pathway,1.523850411,0.001117869,0.000255912,0.086
ub specific processing proteases,1.511364998,0.01329483,0.000912013,0.068
inactivation of csf3 g csf signaling,1.508517592,0.002076365,0.000353987,0.078
notch1 intracellular domain regulates transcription,1.501190365,0.004109748,0.00048583,0.076
pp2a mediated dephosphorylation of key metabolic factors,1.468792439,0.000651454,0.00019397,0.086
synthesis of bile acids and bile salts via 27 hydroxycholesterol,1.454538307,0.001027842,0.000247519,0.102
signaling by kit in disease,1.454061642,0.001899059,0.000339307,0.092
nf kb is activated and signals survival,1.452723464,0.00119761,0.000258315,0.086
pyruvate metabolism,1.450558743,0.002436087,0.000383795,0.09
stat5 activation downstream of flt3 itd mutants,1.441750649,0.000935037,0.000223898,0.086
erythropoietin activates stat5,1.435995409,0.000651895,0.000203662,0.084
signaling by pdgfr in disease,1.430119165,0.001867422,0.000332243,0.096
diseases of signal transduction by growth factor receptors and second messengers,1.417689233,0.034628027,0.001412812,0.082
surfactant metabolism,1.411111134,0.001513847,0.000329395,0.094
deubiquitination,1.4079223,0.018773617,0.001060998,0.078
neurotoxicity of clostridium toxins,1.402153488,0.000668433,0.000210332,0.098
protein repair,1.400328893,0.000469845,0.000165482,0.096
activation of irf3 irf7 mediated by tbk1 ikk epsilon,1.387609033,0.001497914,0.00030005,0.09
creb1 phosphorylation through the activation of camkii camkk camkiv cascasde,1.373143297,0.000650628,0.000198415,0.104
caspase activation via extrinsic apoptotic signalling pathway,1.372543664,0.002073085,0.000355648,0.096
cyclin a cdk2 associated events at s phase entry,1.365848953,0.007319525,0.000716872,0.092
regulation of ifng signaling,1.364433785,0.00130806,0.000272836,0.094
prolactin receptor signaling,1.341459198,0.001031001,0.00024804,0.112
ca dependent events,1.337427467,0.002699376,0.000387539,0.092
c type lectin receptors clrs,1.329443918,0.011116167,0.000832603,0.102
opsins,1.325572974,0.000275072,0.000125698,0.1
integration of provirus,1.322001135,0.000834949,0.00023007,0.118
interleukin 2 signaling,1.321182092,0.001042949,0.000252267,0.114
oxidative stress induced senescence,1.316562053,0.005533345,0.000561224,0.096
negative regulators of ddx58 ifih1 signaling,1.306832924,0.002806903,0.000395717,0.11
dag and ip3 signaling,1.301796451,0.003125675,0.000445197,0.098
clec7a dectin 1 induces nfat activation,1.289786154,0.000954629,0.000240492,0.106
synthesis of pi,1.287757861,0.000373234,0.000149031,0.104
interleukin 15 signaling,1.286987872,0.001311963,0.00026875,0.112
downstream signaling events of b cell receptor bcr,1.28636182,0.006946483,0.000625493,0.09
signaling by pdgfra transmembrane juxtamembrane and kinase domain mutants,1.281914626,0.001131902,0.000263519,0.11
tp53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain,1.271999473,0.001480178,0.000286423,0.11
vitamin d calciferol metabolism,1.260795507,0.000950736,0.000248112,0.106
calcineurin activates nfat,1.251528291,0.000738184,0.000220207,0.114
mrna editing,1.248911651,0.000476885,0.000179183,0.102
cholesterol biosynthesis,1.242603379,0.002273951,0.000377167,0.114
runx1 regulates genes involved in megakaryocyte differentiation and platelet function,1.239662431,0.00245658,0.000391805,0.104
rna polymerase iii transcription,1.239374447,0.003172123,0.000426377,0.114
pyrimidine catabolism,1.236480548,0.000544955,0.000171685,0.1
fgfr3b ligand binding and activation,1.235744808,0.000275127,0.000140534,0.096
potential therapeutics for sars,1.21207228,0.008844212,0.000725873,0.11
mecp2 regulates neuronal receptors and channels,1.209567115,0.001123489,0.000248646,0.132
nuclear events mediated by nfe2l2,1.200741346,0.00705158,0.000669487,0.116
nr1h2 and nr1h3 mediated signaling,1.196404902,0.003603822,0.000463038,0.124
interleukin 17 signaling,1.191380022,0.005969739,0.000609108,0.124
presynaptic depolarization and calcium channel opening,1.189924183,0.000661683,0.000187732,0.12
runx2 regulates genes involved in cell migration,1.186147358,0.000758256,0.000224449,0.114
trail signaling,1.18478674,0.000647828,0.000181787,0.112
p75ntr regulates axonogenesis,1.182120609,0.00055221,0.000174186,0.126
polo like kinase mediated events,1.180160526,0.00122994,0.000279593,0.126
hedgehog off state,1.177645556,0.009029496,0.000716862,0.124
cd22 mediated bcr regulation,1.173992525,0.000923643,0.000225542,0.13
killing mechanisms,1.172301938,0.000929522,0.0002394,0.124
p75ntr signals via nf kb,1.172020642,0.00149221,0.000299498,0.112
processing of intronless pre mrnas,1.170219308,0.001679986,0.000312131,0.12
met activates ptk2 signaling,1.166468663,0.002630507,0.000400611,0.11
hedgehog on state,1.165088288,0.006366645,0.000624392,0.128
extra nuclear estrogen signaling,1.154979137,0.006258825,0.00063894,0.14
inhibition of replication initiation of damaged dna by rb1 e2f1,1.149725211,0.001134248,0.000255783,0.132
interleukin 7 signaling,1.140486975,0.001977623,0.000349056,0.124
incretin synthesis secretion and inactivation,1.129696827,0.001622579,0.000305841,0.134
physiological factors,1.127809143,0.001317832,0.000286729,0.134
synthesis secretion and deacylation of ghrelin,1.127683477,0.001125093,0.000249334,0.14
regulation of mecp2 expression and activity,1.119899364,0.00241985,0.000393064,0.142
regulation by c flip,1.107846597,0.00095855,0.000240073,0.144
nucleotide binding domain leucine rich repeat containing receptor nlr signaling pathways,1.100226562,0.004917658,0.000544206,0.142
phase i functionalization of compounds,1.09969751,0.00682854,0.000681953,0.142
negative feedback regulation of mapk pathway,1.098934896,0.000563783,0.000192864,0.122
toxicity of botulinum toxin type d botd,1.098430905,0.000371511,0.000156477,0.112
chylomicron remodeling,1.097480205,0.000370986,0.000139756,0.134
organic anion transporters,1.095759454,0.000371005,0.000149665,0.112
pre notch processing in the endoplasmic reticulum,1.085735804,0.000563576,0.000184412,0.138
robo receptors bind akap5,1.083071869,0.000659537,0.000192987,0.144
role of phospholipids in phagocytosis,1.082390673,0.002516188,0.000379245,0.144
keap1 nfe2l2 pathway,1.070786286,0.008696604,0.000736631,0.148
mrna editing c to u conversion,1.069444249,0.000277545,0.000136845,0.114
synthesis of pg,1.069423774,0.000465499,0.000175501,0.14
dna damage telomere stress induced senescence,1.060904256,0.002522358,0.000374967,0.138
rna polymerase iii transcription initiation from type 3 promoter,1.057600813,0.002146233,0.000359752,0.154
fbxw7 mutants and notch1 in cancer,1.048453285,0.000469667,0.000176204,0.142
signaling by notch4,1.027324323,0.007191635,0.000668448,0.16
caspase activation via dependence receptors in the absence of ligand,1.021625376,0.000739309,0.000210425,0.146
fgfr3 ligand binding and activation,1.019527317,0.00054431,0.000178834,0.132
reversible hydration of carbon dioxide,0.998058292,0.00065609,0.000198968,0.148
phenylalanine metabolism,0.996887613,0.000376736,0.000156455,0.13
interleukin 12 family signaling,0.993573992,0.004705631,0.000542649,0.148
apoptotic factor mediated response,0.982694413,0.001603656,0.000303984,0.146
interleukin 1 signaling,0.975643629,0.009615598,0.000792467,0.16
sumoylation of dna methylation proteins,0.975475485,0.001496562,0.000315638,0.164
processing of capped intronless pre mrna,0.973081738,0.00233737,0.000370479,0.158
signaling by pdgf,0.971599719,0.005019109,0.000551549,0.178
synthesis secretion and inactivation of glucagon like peptide 1 glp 1,0.955953107,0.001406832,0.000291289,0.164
mitochondrial trna aminoacylation,0.946217604,0.001126231,0.000266264,0.172
scavenging by class b receptors,0.943748435,0.000373799,0.000152035,0.15
prc2 methylates histones and dna,0.942748232,0.001048613,0.000264174,0.16
hdr through mmej alt nhej,0.925021792,0.00102091,0.000245309,0.16
caspase activation via death receptors in the presence of ligand,0.918498237,0.001332199,0.000299123,0.168
ptk6 promotes hif1a stabilization,0.914374179,0.000469118,0.000166992,0.172
signaling by membrane tethered fusions of pdgfra or pdgfrb,0.913628351,0.000466142,0.000164933,0.156
e2f mediated regulation of dna replication,0.912176379,0.001890794,0.000335773,0.192
fgfr1c ligand binding and activation,0.903176503,0.000279246,0.000132743,0.14
post translational protein modification,0.899777183,0.095044836,0.002070496,0.184
bh3 only proteins associate with and inactivate anti apoptotic bcl 2 members,0.896257797,0.000752542,0.000223897,0.194
loss of mecp2 binding ability to the ncor smrt complex,0.89192887,0.000657403,0.000197915,0.162
butyrophilin btn family interactions,0.882909172,0.000740722,0.000206558,0.172
rna polymerase ii transcribes snrna genes,0.881025857,0.005808905,0.000584189,0.174
mapk1 erk2 activation,0.879524341,0.000839906,0.000232128,0.178
tp53 regulates transcription of dna repair genes,0.877528279,0.005172582,0.000551365,0.202
map3k8 tpl2 dependent mapk1 3 activation,0.868335084,0.001497946,0.000307863,0.176
signaling by hedgehog,0.84917103,0.011079514,0.000777468,0.182
pi3k akt signaling in cancer,0.845052577,0.007978334,0.000709152,0.174
noncanonical activation of notch3,0.835856525,0.000762598,0.0002183,0.182
fgfr1b ligand binding and activation,0.832922157,0.000291374,0.000129378,0.162
epigenetic regulation of gene expression,0.83039308,0.006982449,0.000637212,0.192
scavenging of heme from plasma,0.820917792,0.001569976,0.000290239,0.192
phospholipase c mediated cascade fgfr2,0.813194635,0.000643458,0.000197243,0.192
sensing of dna double strand breaks,0.804862786,0.000458068,0.000166248,0.178
pyruvate metabolism and citric acid tca cycle,0.804327356,0.004384409,0.000515678,0.208
dna double strand break response,0.803927203,0.003555796,0.000493356,0.206
acyl chain remodeling of dag and tag,0.802908728,0.000376133,0.00015606,0.164
signaling by scf kit,0.801030879,0.004035911,0.000485169,0.2
signaling by the b cell receptor bcr,0.800442728,0.009809939,0.00075249,0.218
fcgr3a mediated il10 synthesis,0.798187286,0.003665488,0.000481256,0.216
fgfr2c ligand binding and activation,0.795895762,0.000471842,0.000173025,0.146
activated ntrk2 signals through cdk5,0.795365781,0.000575446,0.000190273,0.196
signaling by notch1,0.786059432,0.005720756,0.00058811,0.218
diseases of programmed cell death,0.776344841,0.003769268,0.000463971,0.216
regulation of bach1 activity,0.771272765,0.000939979,0.00025288,0.206
cellular response to chemical stress,0.742746592,0.015667931,0.001011011,0.218
mapk6 mapk4 signaling,0.740046723,0.007471316,0.000641236,0.222
ntrk2 activates rac1,0.738233749,0.000457401,0.000159482,0.178
early phase of hiv life cycle,0.737142371,0.001302008,0.000278471,0.22
ras processing,0.733823741,0.001964425,0.000345868,0.226
nuclear signaling by erbb4,0.730535342,0.002653568,0.000411965,0.222
