pathway,phnx_z_score,mean_path_score,sd_path_score,phnx_p_val
phenylalanine and tyrosine metabolism,0.009423424,0.002246344,0.001189714,0.324
dna double strand break repair,0.004775748,0.008024344,0.002424627,0.398
negative regulation of fgfr4 signaling,0.004442394,0.002217862,0.001135913,0.33
sumoylation of ubiquitinylation proteins,0.004055795,0.002257062,0.001209179,0.332
g2 phase,0.003456626,0.001105648,0.000874786,0.294
pyroptosis,0.00224645,0.00060409,0.000643314,0.264
translesion synthesis by y family dna polymerases bypasses lesions on dna template,0,0,0,0
recognition of dna damage by pcna containing replication complex,0,0,0,0
translesion synthesis by polh,0,0,0,0
recognition and association of dna glycosylase with site containing an affected purine,0,0,0,0
displacement of dna glycosylase by apex1,0,0,0,0
polb dependent long patch base excision repair,0,0,0,0
resolution of ap sites via the multiple nucleotide patch replacement pathway,0,0,0,0
release of apoptotic factors from the mitochondria,0,0,0,0
formation of apoptosome,0,0,0,0
activation of caspases through apoptosome mediated cleavage,0,0,0,0
cytochrome c mediated apoptotic response,0,0,0,0
smac xiap regulated apoptotic response,0,0,0,0
inhibition of replication initiation of damaged dna by rb1 e2f1,0,0,0,0
disinhibition of snare formation,0,0,0,0
activation of ras in b cells,0,0,0,0
signaling by nodal,0,0,0,0
fertilization,0,0,0,0
methionine salvage pathway,0,0,0,0
mitochondrial protein import,0,0,0,0
sperm motility and taxes,0,0,0,0
acrosome reaction and sperm oocyte membrane binding,0,0,0,0
activation of puma and translocation to mitochondria,0,0,0,0
apoptosis induced dna fragmentation,0,0,0,0
