pathway,phnx_z_score,mean_path_score,sd_path_score,phnx_p_val
response of eif2ak1 hri to heme deficiency,2.47762935,0.00385462,0.002216054,0.026
tfap2 ap 2 family regulates transcription of growth factors and their receptors,2.476697868,0.004983973,0.00253224,0.036
xenobiotics,2.455994614,0.005203471,0.002648449,0.026
cyclin d associated events in g1,2.429379565,0.010081503,0.003512214,0.028
rora activates gene expression,2.409103142,0.001913886,0.001554773,0.05
keap1 nfe2l2 pathway,2.390127091,0.007532077,0.003153877,0.03
signaling by pdgfra transmembrane juxtamembrane and kinase domain mutants,2.370995481,0.001951489,0.001746214,0.046
signaling by cytosolic fgfr1 fusion mutants,2.369821117,0.002448748,0.001782175,0.04
rna polymerase iii transcription,2.343939396,0.003025244,0.001798871,0.04
atf6 atf6 alpha activates chaperones,2.298436718,0.000685792,0.00100277,0.042
signaling by hedgehog,2.28156879,0.016251731,0.004539696,0.034
signaling by pdgfr in disease,2.280308159,0.002637592,0.001936093,0.05
physiological factors,2.272888305,0.005773417,0.0028359,0.038
mecp2 regulates transcription of neuronal ligands,2.231732309,0.001134792,0.001030443,0.04
activation of the tfap2 ap 2 family of transcription factors,2.231595047,0.001287461,0.001310831,0.052
interleukin 27 signaling,2.215960958,0.003280421,0.002091412,0.05
cyclin a cdk2 associated events at s phase entry,2.215383735,0.009045095,0.003373595,0.032
interleukin 6 signaling,2.168326241,0.003172714,0.001976348,0.058
ca2 pathway,2.145700137,0.012750976,0.004464983,0.044
inactivation of csf3 g csf signaling,2.144029004,0.003137227,0.002045013,0.056
cyclin a b1 b2 associated events during g2 m transition,2.118972662,0.005598505,0.002508067,0.05
runx3 regulates cdkn1a transcription,2.117064758,0.000633563,0.000914699,0.036
signaling by wnt,2.114391878,0.037093477,0.00700905,0.032
runx2 regulates genes involved in cell migration,2.112435777,0.001817984,0.001474511,0.066
regulation of tp53 activity,2.098365838,0.020253056,0.005402168,0.034
regulation of foxo transcriptional activity by acetylation,2.089654853,0.001285832,0.001228389,0.06
oxidative stress induced senescence,2.087708968,0.008075621,0.003375435,0.046
hsp90 chaperone cycle for steroid hormone receptors shr in the presence of ligand,2.063480797,0.007711062,0.003280341,0.04
atf4 activates genes in response to endoplasmic reticulum stress,2.050914132,0.004484598,0.002378256,0.05
signaling by retinoic acid,2.003309866,0.010731233,0.003916386,0.046
creb3 factors activate genes,1.975992733,0.001323558,0.0012315,0.062
transcriptional activation of mitochondrial biogenesis,1.965223262,0.005122821,0.002441153,0.048
unfolded protein response upr,1.951417382,0.010866073,0.003873227,0.052
calcineurin activates nfat,1.926579821,0.000672925,0.001046906,0.044
foxo mediated transcription of oxidative stress metabolic and neuronal genes,1.915465729,0.005201879,0.002635656,0.058
interleukin 4 and interleukin 13 signaling,1.910998459,0.033453867,0.006780129,0.042
perk regulates gene expression,1.91036081,0.004994027,0.002629122,0.066
regulation of localization of foxo transcription factors,1.903379098,0.001238898,0.001209638,0.068
interleukin 35 signalling,1.884972164,0.003243399,0.002109699,0.07
nr1h2 nr1h3 regulate gene expression linked to lipogenesis,1.880501523,0.002455675,0.001581739,0.076
transcriptional regulation by ventx,1.876612902,0.003833081,0.002145623,0.074
foxo mediated transcription of cell death genes,1.872763899,0.001829422,0.001461609,0.06
signaling by csf3 g csf,1.829278611,0.004351308,0.002398944,0.078
stat3 nuclear events downstream of alk signaling,1.814908281,0.001941803,0.001643223,0.068
transcriptional regulation by tp53,1.810270251,0.041072065,0.007105626,0.052
interleukin 20 family signaling,1.806854592,0.003830958,0.002238165,0.068
pyroptosis,1.80535421,0.001975654,0.001670503,0.08
regulation of ifng signaling,1.717360288,0.003873166,0.002326374,0.08
signaling by alk,1.714650475,0.006485272,0.0030431,0.076
mitotic g1 phase and g1 s transition,1.705818105,0.027607355,0.006207694,0.062
mrna splicing minor pathway,1.704714089,0.003839185,0.002152094,0.086
mitochondrial biogenesis,1.70179514,0.005819279,0.002813299,0.062
clec7a dectin 1 induces nfat activation,1.658269054,0.00248228,0.001711402,0.086
interleukin 6 family signaling,1.616308306,0.008387426,0.003272713,0.062
regulation of gene expression in late stage branching morphogenesis pancreatic bud precursor cells,1.59490188,0.001900889,0.001675169,0.076
notch3 activation and transmission of signal to the nucleus,1.58621666,0.004637089,0.002503982,0.068
loss of function of mecp2 in rett syndrome,1.533901609,0.001360015,0.001352402,0.092
signaling by kit in disease,1.519761718,0.004869759,0.002412056,0.098
dna damage telomere stress induced senescence,1.517079079,0.003252378,0.002133162,0.1
beta catenin independent wnt signaling,1.505735561,0.020888221,0.005040605,0.1
cellular response to hypoxia,1.489374335,0.004328146,0.002414765,0.094
mapk6 mapk4 signaling,1.486726983,0.011357399,0.004122446,0.086
mitotic g2 g2 m phases,1.483864556,0.02399026,0.005192527,0.082
mapk targets nuclear events mediated by map kinases,1.479008374,0.00200067,0.001759749,0.092
inlb mediated entry of listeria monocytogenes into host cell,1.477141863,0.001886381,0.001615285,0.082
recycling of bile acids and salts,1.4678758,0.003062883,0.001871857,0.098
nuclear signaling by erbb4,1.46007286,0.009673902,0.003655774,0.106
factors involved in megakaryocyte development and platelet production,1.456823861,0.026713216,0.005810417,0.082
fgfr1 mutant receptor activation,1.442406087,0.004341301,0.002393968,0.086
regulation of tp53 expression and degradation,1.429424592,0.005635742,0.002697354,0.09
downstream signal transduction,1.411506735,0.004490644,0.002354069,0.108
sema4d mediated inhibition of cell attachment and migration,1.411282532,0.001294212,0.001373798,0.064
signaling by nodal,1.404111968,0.00251051,0.001761634,0.084
tp53 regulates metabolic genes,1.403010897,0.007594157,0.003162251,0.096
e3 ubiquitin ligases ubiquitinate target proteins,1.392419155,0.001218133,0.001179404,0.08
deubiquitination,1.375128149,0.023667115,0.005519754,0.1
growth hormone receptor signaling,1.322359639,0.005582894,0.002583955,0.104
myogenesis,1.282937808,0.003835602,0.002234108,0.136
mecp2 regulates neuronal receptors and channels,1.27869186,0.003872609,0.002285556,0.122
heme signaling,1.264097611,0.007562999,0.003189318,0.122
synthesis secretion and deacylation of ghrelin,1.223908269,0.004622552,0.002640121,0.13
cytochrome p450 arranged by substrate type,1.222769552,0.017382621,0.004859956,0.114
interferon signaling,1.215215972,0.028503232,0.005739081,0.122
cholesterol biosynthesis,1.205515843,0.005134071,0.002543696,0.118
signaling by erbb4,1.183515174,0.013676026,0.004053206,0.126
signaling by receptor tyrosine kinases,1.173822721,0.113636748,0.011487602,0.136
aberrant regulation of mitotic g1 s transition in cancer due to rb1 defects,1.17099626,0.003731985,0.002155151,0.12
response of eif2ak4 gcn2 to amino acid deficiency,1.124804829,0.007001058,0.003093134,0.116
regulation of mecp2 expression and activity,1.116768127,0.004516329,0.00247275,0.152
ub specific processing proteases,1.098245772,0.017385337,0.004788918,0.142
interactions of vpr with host cellular proteins,1.085045824,0.003403467,0.002151403,0.144
met activates rap1 and rac1,1.080089512,0.001230761,0.001242376,0.078
interleukin 2 family signaling,1.06351314,0.006919305,0.002988509,0.138
egr2 and sox10 mediated initiation of schwann cell myelination,1.060814008,0.004517247,0.002481602,0.152
incretin synthesis secretion and inactivation,1.046567761,0.004840994,0.002305286,0.138
rho gtpases activate pkns,1.038824226,0.00529552,0.002863381,0.152
synthesis secretion and inactivation of glucose dependent insulinotropic polypeptide gip,1.022870476,0.003260207,0.001997014,0.136
synthesis of bile acids and bile salts via 27 hydroxycholesterol,0.964912414,0.003755677,0.002101292,0.158
protein ubiquitination,0.961812487,0.003117939,0.001901691,0.148
signaling by fgfr1 in disease,0.955695353,0.005304173,0.00272267,0.168
met receptor activation,0.954495436,0.001878011,0.001466609,0.112
met activates ras signaling,0.953465276,0.001300622,0.001334098,0.092
acyl chain remodelling of pi,0.946804103,0.002512482,0.001842799,0.13
peptide hormone metabolism,0.917057091,0.020912837,0.005257267,0.166
sema4d in semaphorin signaling,0.912702905,0.004571653,0.002522843,0.184
cellular response to chemical stress,0.910189625,0.017038641,0.004621614,0.178
phosphate bond hydrolysis by nudt proteins,0.907567316,0.001270457,0.001344414,0.09
ovarian tumor domain proteases,0.902311361,0.005656942,0.002755213,0.152
hdl clearance,0.899267925,0.000622243,0.000833539,0.068
trafficking of myristoylated proteins to the cilium,0.899100234,0.000616886,0.000875838,0.056
interferon gamma signaling,0.866033691,0.01588665,0.004559504,0.192
phase i functionalization of compounds,0.862777404,0.02781895,0.005635742,0.202
blood group systems biosynthesis,0.856004259,0.007698576,0.003304896,0.17
dissolution of fibrin clot,0.846766034,0.002515066,0.001809315,0.142
tp53 regulates transcription of dna repair genes,0.837206082,0.004430365,0.002375572,0.172
apoptosis,0.832218314,0.018298616,0.004840468,0.194
met receptor recycling,0.813942944,0.001385708,0.001458248,0.114
negative regulation of mapk pathway,0.809847059,0.005134328,0.002661307,0.19
lectin pathway of complement activation,0.809086674,0.002358798,0.001629609,0.136
listeria monocytogenes entry into host cells,0.764585854,0.0032508,0.002086569,0.168
ptk6 regulates rtks and their effectors akt1 and dok1,0.753185289,0.001182891,0.001079002,0.104
signaling by mapk mutants,0.750195469,0.000639957,0.000853219,0.08
sars cov 2 activates modulates innate and adaptive immune responses,0.742957782,0.010801755,0.00367734,0.212
leukotriene receptors,0.710776021,0.001828279,0.001400441,0.132
rhot1 gtpase cycle,0.707601045,0.000671574,0.000979251,0.082
extrinsic pathway of fibrin clot formation,0.702887358,0.002503264,0.001743877,0.16
pi3k akt signaling in cancer,0.697703193,0.027303941,0.006120485,0.228
met activates ptpn11,0.692417803,0.00199417,0.001721411,0.146
tp53 regulates transcription of genes involved in g1 cell cycle arrest,0.687828397,0.003232653,0.002165969,0.166
gamma carboxylation transport and amino terminal cleavage of proteins,0.672973741,0.002455578,0.001646104,0.152
reversible hydration of carbon dioxide,0.661714349,0.003850531,0.002259386,0.182
sodium coupled sulphate di and tri carboxylate transporters,0.658809838,0.00188262,0.0016222,0.126
runx1 regulates transcription of genes involved in interleukin signaling,0.657363347,0.000623338,0.000858869,0.082
post translational protein modification,0.640676369,0.1765045,0.013478591,0.238
regulated necrosis,0.635668674,0.005581649,0.002554047,0.216
programmed cell death,0.631595448,0.020922403,0.004993853,0.248
apoptotic factor mediated response,0.628085569,0.000647116,0.000989203,0.084
diseases of mitotic cell cycle,0.625989018,0.0063762,0.002826355,0.238
cellular response to starvation,0.612392332,0.010192022,0.003522919,0.234
reelin signalling pathway,0.604574844,0.000597149,0.000853964,0.092
s phase,0.597615219,0.02189378,0.005267704,0.248
acyl chain remodeling of cl,0.579239425,0.000585159,0.000760968,0.112
signaling by activin,0.572222041,0.003114303,0.002028099,0.188
runx3 regulates immune response and cell migration,0.569377427,0.001810484,0.001480997,0.134
interleukin 17 signaling,0.559537302,0.005631316,0.002558254,0.216
pre notch processing in the endoplasmic reticulum,0.5560735,0.00062569,0.000878243,0.104
acyl chain remodelling of ps,0.55319331,0.003901507,0.00246248,0.202
activation of gene expression by srebf srebp,0.552059185,0.00711048,0.003119455,0.248
abacavir metabolism,0.54738654,0.001407558,0.001520682,0.122
interleukin 12 family signaling,0.544180882,0.010541927,0.003693479,0.256
miro gtpase cycle,0.543804177,0.0013079,0.001358217,0.12
ficolins bind to repetitive carbohydrate structures on the target cell surface,0.533320236,0.001276873,0.001322184,0.112
rho gtpases activate rocks,0.52940449,0.002568371,0.001856515,0.172
regulation of cholesterol biosynthesis by srebp srebf,0.521571143,0.00758394,0.002977155,0.292
signaling by scf kit,0.515008277,0.010771119,0.003862591,0.248
tnf receptor superfamily tnfsf members mediating non canonical nf kb pathway,0.504343318,0.005715128,0.002770707,0.26
myd88 independent tlr4 cascade,0.499840169,0.010175879,0.003544561,0.256
olfactory signaling pathway,0.499215609,0.00456132,0.002594257,0.23
signaling by membrane tethered fusions of pdgfra or pdgfrb,0.491571897,0.000577522,0.00077955,0.126
synthesis of very long chain fatty acyl coas,0.489732888,0.002628467,0.001782928,0.178
removal of aminoterminal propeptides from gamma carboxylated proteins,0.470140402,0.002654888,0.001932347,0.188
met activates pi3k akt signaling,0.465234593,0.001991753,0.00164113,0.166
negative regulation of met activity,0.453409986,0.004334215,0.002397285,0.232
mrna splicing,0.449559712,0.010751451,0.003809772,0.272
antiviral mechanism by ifn stimulated genes,0.446005365,0.009698264,0.003550674,0.296
defective intrinsic pathway for apoptosis,0.445901033,0.003169537,0.001998441,0.206
acyl chain remodelling of pe,0.445879091,0.003898344,0.002201266,0.226
cargo trafficking to the periciliary membrane,0.445843936,0.004926159,0.002450026,0.234
sirt1 negatively regulates rrna expression,0.443567898,0.001166781,0.001138385,0.132
nucleotide salvage,0.441788805,0.004385741,0.002335752,0.23
estrogen dependent nuclear events downstream of esr membrane signaling,0.436511603,0.005660581,0.002592195,0.26
platelet sensitization by ldl,0.432449161,0.001856486,0.001436464,0.186
purine salvage,0.425180608,0.002561922,0.001760752,0.2
purine catabolism,0.420301197,0.001917171,0.001615228,0.166
organelle biogenesis and maintenance,0.405377775,0.032316291,0.00633988,0.322
extra nuclear estrogen signaling,0.394946619,0.017517535,0.004636676,0.326
met interacts with tns proteins,0.392619468,0.002029486,0.00173101,0.18
elevation of cytosolic ca2 levels,0.390820807,0.00315524,0.00218042,0.2
wnt mediated activation of dvl,0.38495469,0.001207543,0.001119353,0.18
activation of nima kinases nek9 nek6 nek7,0.375717516,0.002521945,0.001594386,0.208
ubiquinol biosynthesis,0.373926721,0.001212809,0.001096807,0.166
adenylate cyclase activating pathway,0.365698204,0.002554571,0.001779595,0.2
sema4d induced cell migration and growth cone collapse,0.361822524,0.00373699,0.00221114,0.208
apoptosis induced dna fragmentation,0.355908798,0.000676503,0.000964401,0.142
sensing of dna double strand breaks,0.350217829,0.000659913,0.000974522,0.124
sars cov 2 host interactions,0.339963393,0.015438698,0.004437482,0.316
processive synthesis on the lagging strand,0.339284973,0.001914214,0.001672067,0.18
ngf independant trka activation,0.335202703,0.001286557,0.001281104,0.176
disassembly of the destruction complex and recruitment of axin to the membrane,0.321933649,0.00329838,0.002129703,0.226
eicosanoid ligand binding receptors,0.31796691,0.005043346,0.002518918,0.258
signaling by interleukins,0.305008155,0.086724947,0.010090764,0.366
interleukin 23 signaling,0.302931157,0.001885284,0.001524899,0.192
erks are inactivated,0.299280809,0.000640066,0.000910977,0.166
metallothioneins bind metals,0.296030437,0.002543446,0.001860878,0.214
golgi cisternae pericentriolar stack reorganization,0.292874125,0.002566084,0.00189467,0.19
sars cov 2 modulates autophagy,0.287376882,0.000639635,0.000886595,0.164
il 6 type cytokine receptor ligand interactions,0.284624391,0.006417054,0.002981368,0.314
raf independent mapk1 3 activation,0.283089142,0.00559554,0.002632385,0.276
voltage gated potassium channels,0.280463874,0.009518291,0.003538004,0.298
caspase activation via dependence receptors in the absence of ligand,0.2784706,0.000652254,0.000947143,0.14
piwi interacting rna pirna biogenesis,0.273538698,0.002508773,0.001787881,0.226
response to metal ions,0.268820249,0.002587433,0.001885607,0.208
cell cycle mitotic,0.26708826,0.083899689,0.010869224,0.396
dscam interactions,0.264181105,0.00069728,0.000990118,0.162
acyl chain remodelling of pc,0.257058398,0.004429055,0.00238435,0.266
myoclonic epilepsy of lafora,0.251056513,0.000574689,0.000747226,0.204
gaba b receptor activation,0.251021634,0.008290308,0.003239452,0.328
atorvastatin adme,0.24848494,0.003134196,0.002021545,0.22
activation of trka receptors,0.2464715,0.00135791,0.001452812,0.188
synthesis of bile acids and bile salts via 7alpha hydroxycholesterol,0.245446811,0.007176617,0.003073427,0.332
nectin necl trans heterodimerization,0.242005764,0.001275859,0.001282302,0.178
hdr through mmej alt nhej,0.241666724,0.001807636,0.001505721,0.202
runx1 regulates expression of components of tight junctions,0.239458556,0.000616234,0.000905265,0.156
reactions specific to the complex n glycan synthesis pathway,0.2382979,0.003119606,0.0020501,0.222
hiv life cycle,0.237155123,0.007658768,0.003367933,0.29
transport of organic anions,0.23707545,0.002516275,0.001872406,0.222
g1 s specific transcription,0.23693669,0.009198704,0.003415414,0.32
abacavir adme,0.233724447,0.003116751,0.00186836,0.266
acyl chain remodelling of pg,0.233133478,0.004437536,0.002592663,0.262
processing of capped intron containing pre mrna,0.227317895,0.014410481,0.004085489,0.384
cytokine signaling in immune system,0.223412872,0.124307806,0.012353013,0.412
synthesis of 5 eicosatetraenoic acids,0.221866267,0.003096202,0.001942529,0.236
phosphorylation of the apc c,0.214578972,0.003209554,0.002099252,0.252
scavenging by class b receptors,0.213540133,0.001859672,0.001545851,0.22
phase 4 resting membrane potential,0.212961417,0.00437897,0.002180052,0.286
signaling by mst1,0.210443643,0.001245506,0.001237117,0.198
ptk6 expression,0.207511749,0.000666858,0.000973809,0.188
adenylate cyclase inhibitory pathway,0.197881873,0.003314528,0.002021265,0.26
lysosome vesicle biogenesis,0.187963409,0.003921172,0.002350166,0.256
cytoprotection by hmox1,0.185245845,0.007130047,0.003085843,0.346
advanced glycosylation endproduct receptor signaling,0.183091981,0.001911654,0.001700404,0.214
signaling by ctnnb1 phospho site mutants,0.180647611,0.000591582,0.000876434,0.204
processive synthesis on the c strand of the telomere,0.17857905,0.002530441,0.001930259,0.224
bbsome mediated cargo targeting to cilium,0.176223954,0.003126342,0.001967987,0.262
dopamine clearance from the synaptic cleft,0.174718947,0.000618421,0.000824534,0.22
synthesis of pips at the golgi membrane,0.171326754,0.001286458,0.001278745,0.218
creb1 phosphorylation through the activation of camkii camkk camkiv cascasde,0.171194257,0.001256793,0.001425229,0.196
regulation of expression of slits and robos,0.16475759,0.011233674,0.003799312,0.356
g2 phase,0.152396661,0.001169345,0.001079522,0.246
regulation of signaling by nodal,0.149981207,0.001255386,0.001371848,0.202
signaling by fgfr in disease,0.149598977,0.010118332,0.003577971,0.376
pyrimidine salvage,0.148190276,0.001877747,0.001547622,0.224
inwardly rectifying k channels,0.14652937,0.005025867,0.002478097,0.312
rhoh gtpase cycle,0.146092559,0.005814111,0.002732146,0.32
runx3 regulates p14 arf,0.145423385,0.001234647,0.001125246,0.254
glycogen metabolism,0.143662688,0.002539442,0.001794939,0.264
ltc4 cysltr mediated il4 production,0.140571169,0.003354899,0.002170357,0.256
ldl remodeling,0.134766624,0.000624859,0.000874707,0.242
synthesis of 15 eicosatetraenoic acid derivatives,0.127998705,0.002459128,0.001869444,0.244
thromboxane signalling through tp receptor,0.127891392,0.004511046,0.002460021,0.322
hdl assembly,0.126921038,0.001338295,0.001402703,0.208
trans golgi network vesicle budding,0.123521107,0.006977379,0.002983507,0.372
modulation by mtb of host immune system,0.116924219,0.000648017,0.000931881,0.248
mrna decay by 3 to 5 exoribonuclease,0.114962109,0.002060457,0.001803718,0.234
synthesis of active ubiquitin roles of e1 and e2 enzymes,0.113668873,0.0019079,0.001572569,0.256
lagging strand synthesis,0.110435878,0.002677579,0.001907849,0.264
creatine metabolism,0.110415988,0.003259296,0.00213367,0.268
