"from","to","weight","activation","EC50","n"
"GCN4","ARG3",1,TRUE,0.450337628088891,1.47857677280903
"GCN4","ARG4",1,TRUE,0.558167526684701,1.67622587914811
"GCN4","ARG5",1,TRUE,0.596246607089415,1.40942338394234
"GCN4","ARG7",1,TRUE,0.537073395075277,1.49656167545123
"GCN4","ARG8",1,TRUE,0.444390202360228,1.6609888972342
"GCN4","ARO3",1,TRUE,0.498473781673238,1.68028074301081
"GCN4","ARO4",1,TRUE,0.422402792284265,1.63877973529045
"GCN4","ARO7",1,TRUE,0.45593486353755,1.52403395792935
"GCN4","ASN1",1,TRUE,0.485818979144096,1.5401063596271
"GCN4","ASN2",1,TRUE,0.582676220079884,1.51306781692198
"GCN4","CPA1",1,TRUE,0.444730015331879,1.64133092668839
"GCN4","CPA2",1,TRUE,0.471214120928198,1.76137095771031
"GCN4","DAL1",1,TRUE,0.407342873234302,1.64922354921699
"GCN4","DAL5",1,TRUE,0.580022046901286,1.54888537902618
"GCN4","GCV3",1,TRUE,0.501254421565682,1.42134691507788
"GCN4","GLN1",1,TRUE,0.417979583749548,1.42520433604252
"GCN4","GLT1",1,TRUE,0.492914323927835,1.70713554780465
"GCN4","HAL1",1,TRUE,0.483997637173161,1.58889931372833
"GCN4","HIS1",1,TRUE,0.499799451744184,1.42631075003883
"GCN4","HIS2",1,TRUE,0.579468015348539,1.48313704164932
"GCN4","HIS3",1,TRUE,0.555487976782024,1.39491438724799
"GCN4","HIS4",1,TRUE,0.415338236978278,1.44047486279858
"GCN4","HIS5",1,TRUE,0.452003717049956,1.71907960620709
"GCN4","HIS7",1,TRUE,0.551366600906476,1.46997954115737
"GCN4","HOM2",1,TRUE,0.513996691675857,1.7549004446133
"GCN4","HOM3",1,TRUE,0.429741208953783,1.47295092637883
"GCN4","ILV1",1,TRUE,0.417586526367813,1.61084688508883
"GCN4","ILV2",1,TRUE,0.471589474426582,1.65419910969445
"GCN4","ILV5",1,TRUE,0.507571528013796,1.79341643104795
"GCN4","KRS1",1,TRUE,0.418693920271471,1.75929631489795
"GCN4","LEU3",1,TRUE,0.419023380987346,1.44910197494319
"GCN4","LEU4",1,TRUE,0.460536497412249,1.5627539521805
"GCN4","LPD1",1,TRUE,0.410511063924059,1.63847097353777
"GCN4","LYS1",1,TRUE,0.570723136048764,1.50240818928462
"GCN4","LYS2",1,TRUE,0.592665525805205,1.42893964776769
"GCN4","MET16",1,TRUE,0.567545452713966,1.51241055662045
"GCN4","MET17",1,TRUE,0.592668758612126,1.46220985236112
"GCN4","MET4",1,TRUE,0.437206446239725,1.64945881807711
"GCN4","PRO1",1,TRUE,0.486828143056482,1.39926453154068
"GCN4","SER1",1,TRUE,0.570411752536893,1.577362054314
"GCN4","SHM2",1,TRUE,0.437986013339832,1.73148657063954
"GCN4","THR1",1,TRUE,0.485055075632408,1.4263090559002
"GCN4","TRP2",1,TRUE,0.512292166613042,1.71925438819919
"GCN4","TRP3",1,TRUE,0.520463363267481,1.44800530832959
"GCN4","TRP4",1,TRUE,0.497977127227932,1.63040437098127
"GCN4","TRP5",1,TRUE,0.58874967508018,1.40411707179854
"GCR1","ADH1",1,TRUE,0.517638121312484,1.71797620370518
"GCR1","APA1",1,TRUE,0.550612563407049,1.58806620437652
"GCR1","GLK1",1,TRUE,0.461859384458512,1.41992522510001
"GCR1","GPM1",1,TRUE,0.456569131743163,1.49261287829839
"GCR1","RPL24A",1,TRUE,0.432276871288195,1.6064047101303
"GCR1","RPS14A",1,TRUE,0.477961315214634,1.76833867829992
"GCR1","RPS14B",1,TRUE,0.46649969224818,1.79488551079994
"GCR1","SUR4",1,TRUE,0.447626070864499,1.66644434331218
"GCR1","TEF1",1,TRUE,0.562209220696241,1.73336770868395
"GCR1","TEF2",1,TRUE,0.524921218957752,1.69565107884584
"GIS1","PHR1",1,FALSE,0.471813104348257,1.53894465086283
"GLN3","ASP3A",1,TRUE,0.406332921609283,1.72308944160817
"GLN3","ASP3B",1,TRUE,0.440676693944261,1.55085685789352
"GLN3","ASP3C",1,TRUE,0.497566292108968,1.55640503827715
"GLN3","ASP3D",1,TRUE,0.587743195146322,1.53818193040788
"GLN3","CAN1",1,TRUE,0.407324186200276,1.70041758288397
"GLN3","DAL1",1,TRUE,0.42739767478779,1.68594384798547
"GLN3","DAL2",1,TRUE,0.450118848588318,1.79338447600603
"GLN3","DAL3",1,TRUE,0.41468738084659,1.52875400035642
"GLN3","DAL4",1,TRUE,0.44460596605204,1.63833689993946
"GLN3","DAL5",1,TRUE,0.52291377200745,1.5774011493288
"GLN3","DAL7",1,TRUE,0.448560559703037,1.42955030918587
"GLN3","DAL80",1,TRUE,0.401675858534873,1.69236720327754
"GLN3","DAL80_GZF3",1,TRUE,0.513564966944978,1.50235205751844
"GLN3","DCG1",1,TRUE,0.510879756230861,1.7903617687989
"GLN3","DUR1",1,TRUE,0.520857876399532,1.69826961184852
"GLN3","DUR3",1,TRUE,0.425008042249829,1.76109377431218
"GLN3","FUR4",1,TRUE,0.578592775668949,1.41634040552191
"GLN3","GAP1",1,TRUE,0.442181538091972,1.4446060079569
"GLN3","GAT1",1,TRUE,0.404177315626293,1.63236065243138
"GLN3","GDH1",1,TRUE,0.590433900943026,1.65420973961009
"GLN3","GDH2",1,TRUE,0.52261548419483,1.66535697770771
"GLN3","GLN1",1,TRUE,0.476507752202451,1.51842612633947
"GLN3","GLT1",1,TRUE,0.422706364095211,1.75912356182467
"GLN3","PRB1",1,TRUE,0.530310485651717,1.47968658042839
"GLN3","PUT1",1,TRUE,0.438873947691172,1.66880062686279
"GLN3","PUT2",1,TRUE,0.545751128019765,1.41717293523718
"GLN3","PUT4",1,TRUE,0.497588174883276,1.4524553199322
"GLN3","UGA1",1,TRUE,0.409849717421457,1.72635779672069
"GLN3","UGA4",1,TRUE,0.536637469101697,1.51562825405737
"HAL9","ENA1",1,TRUE,0.46907742661424,1.4332714847289
"HAP1","ACO1",1,TRUE,0.419805041747168,1.66907540971413
"HAP1","CTT1",1,TRUE,0.540195462899283,1.52876738450024
"HAP1","CYB2",1,TRUE,0.427077992912382,1.52904977479484
"HAP1","CYC1",1,TRUE,0.476004540454596,1.60003573194379
"HAP1","CYC7",1,TRUE,0.41624858235009,1.68021689726738
"HAP1","CYT1",1,TRUE,0.579461056459695,1.60878647516016
"HAP1","ERG11",1,TRUE,0.549434814741835,1.58394011557335
"HAP1","HEM13",1,TRUE,0.598393541248515,1.4985152315977
"HAP1","HMG1",1,TRUE,0.567597159789875,1.68699867060641
"HAP1","HYP2",1,TRUE,0.590803079027683,1.57223950871965
"HAP1","QCR2",1,TRUE,0.585181075660512,1.49539744471433
"HAP1","ROX1",1,TRUE,0.420960777252913,1.56752357806545
"HAP1","SOD1",1,TRUE,0.461271307012066,1.65336003186181
"HAP1","SOD2",1,TRUE,0.449050019681454,1.44257156387437
"HAP2","AAC1",1,TRUE,0.550581960100681,1.51121512039797
"HAP2","ACO1",1,TRUE,0.490597442584112,1.63094431168167
"HAP2","ASN1",1,TRUE,0.540943840704858,1.53118411883479
"HAP2","SDH4",1,TRUE,0.56580135053955,1.59217333958019
"HAP3","ASN1",1,TRUE,0.460430278396234,1.43021324079949
"HAP4","MDH1",1,TRUE,0.448890651483089,1.53214834794868
"HDA1","ERG10",1,FALSE,0.569992119492963,1.69788404844468
"HDA1","INH1",1,FALSE,0.515920882532373,1.69654958966188
"HDA1","INO1",1,FALSE,0.469480636250228,1.71127109474503
"HDA1","PHO3",1,FALSE,0.575569725921378,1.64039833626011
"HDA1","PHO5",1,FALSE,0.509080990729853,1.56556400809437
"HSF1","CUP1A",1,TRUE,0.42911832453683,1.70233253286919
"HSF1","CUP1B",1,TRUE,0.559257927397266,1.76157954591559
"HSF1","DDR48",1,TRUE,0.433078292151913,1.76821352205472
"HSF1","HSC82",1,TRUE,0.57835701382719,1.46552572201472
"HSF1","HSP104",1,TRUE,0.407569221546873,1.49543464407325
"HSF1","HSP12",1,TRUE,0.490328021068126,1.67735799294198
"HSF1","HSP26",1,TRUE,0.588306501461193,1.48426409164211
"HSF1","HSP82",1,TRUE,0.502915746159852,1.45347426064545
"HSF1","KAR2",1,TRUE,0.565960575640202,1.68207072223071
"HSF1","RPL40A",1,TRUE,0.51811550213024,1.54800749513786
"HSF1","SSA1",1,TRUE,0.493990172585472,1.799661348972
"HSF1","SSA3",1,TRUE,0.447382097598165,1.4253386081988
"HSF1","SSE1",1,TRUE,0.56319764284417,1.7081344821793
"HSF1","UBI4",1,TRUE,0.427138261450455,1.74235486705089
"IME1","DIT1",1,TRUE,0.478139685094357,1.55916707657278
"IME1","HOP1",1,TRUE,0.491679726308212,1.46960677691502
"IME1","IME2",1,TRUE,0.594033239921555,1.43171160737518
"IME1","MER1",1,TRUE,0.474718413408846,1.50469579277793
"IME1","REC114",1,TRUE,0.514870291948318,1.78630199224921
"IME1","RIM11",1,TRUE,0.550046028755605,1.66793468089076
"IME1","RIM4",1,TRUE,0.504807744780555,1.60136922991602
"IME1","SGA1",1,TRUE,0.529881534865126,1.41093361416599
"IME1","SPO11",1,TRUE,0.409471799619496,1.77729169300059
"IME1","SPO13",1,TRUE,0.5499588356819,1.53243145820685
"IME1","SPS1",1,TRUE,0.551350459316745,1.46727737687295
"IME1","SPS2",1,TRUE,0.406518475338817,1.7743052902096
"IME1","SPS4",1,TRUE,0.437122592702508,1.74378550750669
"IME4","IME1",1,TRUE,0.551254912465811,1.76672931447625
"IME4","IME1_UME6",1,TRUE,0.429265235736966,1.75173168092966
"INO2","ACC1",1,TRUE,0.425247174827382,1.66593469119864
"INO2","ADK1",1,TRUE,0.498217674298212,1.49760622059694
"INO2","PHO5",1,TRUE,0.423155214218423,1.57083364705788
"INO2","PMA1",1,TRUE,0.498660800559446,1.52040297982749
"INO2_INO4","CDS1",1,TRUE,0.465208837809041,1.65160099599278
"INO2_INO4","CHO1",1,TRUE,0.465688778972253,1.78214461080497
"INO2_INO4","CHO2",1,TRUE,0.533334163157269,1.5296394957928
"INO2_INO4","CKI1",1,TRUE,0.517100659478456,1.50941070582252
"INO2_INO4","EPT1",1,TRUE,0.584979890147224,1.42776354469592
"INO2_INO4","FAS1",1,TRUE,0.440572621207684,1.46066315314732
"INO2_INO4","FAS2",1,TRUE,0.428163730446249,1.43991198321106
"INO2_INO4","GUT1",1,TRUE,0.427882396476343,1.77034304562258
"INO2_INO4","HNM1",1,TRUE,0.401992309791967,1.47371867655544
"INO2_INO4","INO1",1,TRUE,0.595229306444526,1.46431278873002
"INO2_INO4","INO2",1,TRUE,0.473751013213769,1.77609876099508
"INO2_INO4","ITR1",1,TRUE,0.457429120317101,1.5610854156944
"INO2_INO4","OPI3",1,TRUE,0.490157879702747,1.47189785221359
"INO2_INO4","PGS1",1,TRUE,0.543268598755822,1.62119006553898
"INO2_INO4","PSD1",1,TRUE,0.588079499732703,1.61968040187377
"INO4","ACC1",1,TRUE,0.415723146917298,1.59197441589786
"IXR1","COX5B",1,FALSE,0.570088525116444,1.5620652862126
"KAR4","CIK1",1,TRUE,0.471246727928519,1.46332766902633
"KAR4","KAR3",1,TRUE,0.517111375834793,1.60861669663806
"LEU3","GDH1",1,TRUE,0.585277577629313,1.51380322916433
"LEU3","ILV1",1,TRUE,0.401712855929509,1.46920099591836
"LEU3","ILV2",1,TRUE,0.514941851003096,1.52054307030514
"LEU3","ILV5",1,TRUE,0.562229602551088,1.76259203273105
"LEU3","LEU1",1,TRUE,0.437530680606142,1.71889864810742
"LEU3","LEU2",1,TRUE,0.524998642830178,1.56927798304707
"LEU3","LEU4",1,TRUE,0.528140793927014,1.41033244324615
"LYS14","LYS1",1,TRUE,0.484355668118224,1.48666249277536
"LYS14","LYS12",1,TRUE,0.53410176304169,1.71056282232283
"LYS14","LYS2",1,TRUE,0.586094585247338,1.57939820904983
"LYS14","LYS5",1,TRUE,0.459839016478509,1.71135725525441
"LYS14","LYS9",1,TRUE,0.474374050693586,1.42797956985189
"MAC1","CRR1",1,TRUE,0.591362143447623,1.72460745501798
"MAC1","CTR1",1,TRUE,0.593530502310023,1.76343857004307
"MAC1","CTR3",1,TRUE,0.543875098740682,1.52787704501301
"MAC1","CTT1",1,TRUE,0.567986858868971,1.44244621413061
"MAC1","FRE1",1,TRUE,0.448104196693748,1.39237211243948
"MAC1","FRE7",1,TRUE,0.554369563469663,1.54714088876965
"MAC1","YFR055W",1,TRUE,0.542541474942118,1.78300336210523
"MAC1","YJL217W",1,TRUE,0.456928923586383,1.46771208032034
"MAL33","MAL31",1,TRUE,0.57391965277493,1.54351271921303
"MBP1_SWI6","CDC2",1,TRUE,0.549596164934337,1.72087603436084
"MBP1_SWI6","CDC21",1,TRUE,0.508947861427441,1.57240092690103
"MBP1_SWI6","CDC6",1,TRUE,0.514560664538294,1.43538093399024
"MBP1_SWI6","CDC8",1,TRUE,0.469616154581308,1.50993747592438
"MBP1_SWI6","CDC9",1,TRUE,0.430676255561411,1.61286328521557
"MBP1_SWI6","CLB5",1,TRUE,0.530143288942054,1.44008314362029
"MBP1_SWI6","CLB6",1,TRUE,0.507783611584455,1.77913173279027
"MBP1_SWI6","CTF4",1,TRUE,0.595251365890726,1.60162806684384
"MBP1_SWI6","DBF4",1,TRUE,0.540521659562364,1.7361007798533
"MBP1_SWI6","DNA43",1,TRUE,0.513332704640925,1.40669137095334
"MBP1_SWI6","DPB2",1,TRUE,0.598681850265712,1.44082981257234
"MBP1_SWI6","DPB3",1,TRUE,0.451457323273644,1.42606121650664
"MBP1_SWI6","NUF1",1,TRUE,0.405003159260377,1.79941155445063
"MBP1_SWI6","NUP116",1,TRUE,0.471321754576638,1.5147607214353
"MBP1_SWI6","PMS1",1,TRUE,0.483044599927962,1.72437688520411
"MBP1_SWI6","POL1",1,TRUE,0.543882748996839,1.5459315696219
"MBP1_SWI6","POL12",1,TRUE,0.414071251312271,1.72535564093385
"MBP1_SWI6","POL2",1,TRUE,0.579265065072104,1.55496532773133
"MBP1_SWI6","PRI1",1,TRUE,0.576015858305618,1.53869303266285
"MBP1_SWI6","PRI2",1,TRUE,0.594705678895116,1.63590808927082
"MBP1_SWI6","RAD27",1,TRUE,0.487005324941128,1.75808949309401
"MBP1_SWI6","RAD5",1,TRUE,0.580008369451389,1.52759877546458
"MBP1_SWI6","RAD51",1,TRUE,0.498051408864558,1.67466183131328
"MBP1_SWI6","RAD53",1,TRUE,0.477031169552356,1.39285718603525
"MBP1_SWI6","RAD54",1,TRUE,0.530453526834026,1.63937801146414
"MBP1_SWI6","RFA1",1,TRUE,0.466228082077578,1.52197769977152
"MBP1_SWI6","RFA2",1,TRUE,0.558844051091,1.49261016292265
"MBP1_SWI6","RFA3",1,TRUE,0.510829901881516,1.79554504573578
"MBP1_SWI6","RNR1",1,TRUE,0.533150618616492,1.39739414894255
"MBP1_SWI6","SPC42",1,TRUE,0.541597648570314,1.70928384712897
"MBP1_SWI6","SWI4",1,TRUE,0.520546915242448,1.47214890538249
"MBP1_SWI6","SWI4_SWI6",1,TRUE,0.487809747550637,1.70781955386512
"MBP1_SWI6","TOP2",1,TRUE,0.48212430072017,1.41076388814719
"MBP1_SWI6","TRR1",1,TRUE,0.411417268542573,1.54830322709633
"MBP1_SWI6","TUB4",1,TRUE,0.571124582365155,1.75870304916287
"MBP1_SWI6","UNG1",1,TRUE,0.532118862820789,1.40642018524697
"MCM1","ARG5",1,TRUE,0.506844789581373,1.72145015166141
"MCM1","CAR1",1,TRUE,0.584308740263805,1.55282262249151
"MCM1","CAR2",1,FALSE,0.593096199259162,1.455080395611
"MCM1","CDC5",1,TRUE,0.530941076111048,1.60452985873679
"MCM1","CLB1",1,TRUE,0.485842864215374,1.42362623268971
"MCM1","CLB2",1,TRUE,0.452458185236901,1.76395801555133
"MCM1","MFALPHA1",1,TRUE,0.534311117278412,1.57703971005045
"MCM1","PMA1",1,TRUE,0.510628420533612,1.46846178138629
"MCM1","STE2",1,TRUE,0.526460905605927,1.76435757509666
"MCM1","STE3",1,TRUE,0.505688552279025,1.45821053175023
"MCM1","STE6",1,TRUE,0.401189391501248,1.42345144487452
"MCM1","SWI5",1,TRUE,0.564430626574904,1.63399528676644
"MET4","MET14",1,TRUE,0.462287059379742,1.45676092681242
"MET4","MET16",1,TRUE,0.534232871606946,1.74205025248695
"MET4","MET17",1,TRUE,0.58584652771242,1.72517741930671
"MET4","MET2",1,TRUE,0.527373802661896,1.62811957450584
"MET4","MET28",1,FALSE,0.490334779862314,1.61561558519723
"MET4","MET3",1,TRUE,0.55113292648457,1.47283165250905
"MET4","MET6",1,TRUE,0.430130275385454,1.47551166497869
"MIG1","CAT8",1,FALSE,0.569801840931177,1.61835985484533
"MIG1","CYC1",1,FALSE,0.40691672116518,1.52935164782684
"MIG1","DOG2",1,FALSE,0.555536447931081,1.64493506271159
"MIG1","GAL1",1,FALSE,0.520277680270374,1.41516257795505
"MIG1","GAL4",1,FALSE,0.468570916261524,1.63187937215203
"MIG1","HAP2",1,FALSE,0.569647460896522,1.53792712974362
"MIG1","HAP4",1,FALSE,0.405763806449249,1.68152649477823
"MIG1","HXK1",1,FALSE,0.43523729913868,1.70824731627945
"MIG1","HXT13",1,FALSE,0.487150685628876,1.4215735698631
"MIG1","HXT2",1,FALSE,0.457536739250645,1.78033415863523
"MIG1","HXT4",1,FALSE,0.545834723999724,1.48798275704961
"MIG1","JEN1",1,FALSE,0.516495121084154,1.64301060790895
"MIG1","MAL32",1,FALSE,0.572102135699242,1.41492979698814
"MIG1","PDC1",1,FALSE,0.546010771859437,1.67485022684094
"MIG1","REG2",1,FALSE,0.436619577696547,1.71691006366164
"MIG1","SUC1",1,FALSE,0.406405732268468,1.64816142911324
"MIG1","SUC2",1,FALSE,0.413533050613478,1.60389615247026
"MIG1","SUC4",1,FALSE,0.488660313840955,1.4021300131944
"MIG1","TPS1",1,FALSE,0.577126928931102,1.46754795096349
"MIG1","YBR101C",1,FALSE,0.570622761966661,1.46633090323303
"MIG1","YDR516C",1,FALSE,0.443455462297425,1.71957897187211
"MIG1","YEL070W",1,FALSE,0.566833095066249,1.52991460435558
"MIG1","YFL054C",1,FALSE,0.404693055478856,1.53763841108186
"MIG1","YKR075C",1,FALSE,0.481283509498462,1.75570917515084
"MIG1","YLR042C",1,FALSE,0.554281788365915,1.58531541639473
"MIG1","HAP2_3_4_5",1,FALSE,0.577491768915206,1.44236384884687
"MIG1","HAP2_HAP4",1,FALSE,0.502406001277268,1.68494984147605
"MIG2","CAT8",1,FALSE,0.517099649831653,1.65895537119592
